doyfrac,doy,timefrac,site,chl_rfu,chl,cond,nLF cond,odo_sat,odo_satlocal,odo,salinity,spcond,pc_rfu,pc,tds,wiper,ph,ph_mv,temp,battery,cablepower
170.91,170,0.91,Green Valley 2019 - Site 3499,0.69,15.94,167.8,175.3,189.1,189.1,16.23,0.08,174.6,5.54,8.09,114,1.197,9.87,-230.2,22.954,2.76,1.6
170.92,170,0.92,Green Valley 2019 - Site 3500,0.74,16.14,167.7,175.3,188.6,188.6,16.19,0.08,174.6,7.64,10.2,113,1.202,9.87,-229.9,22.938,2.76,1.6
170.93,170,0.93,Green Valley 2019 - Site 3501,0.8,16.38,167.6,175.2,187.8,187.8,16.13,0.08,174.5,4.26,6.81,113,1.21,9.87,-229.9,22.929,2.76,1.6
170.94,170,0.94,Green Valley 2019 - Site 3502,0.39,14.77,167.5,175.1,187.7,187.7,16.12,0.08,174.4,4.96,7.52,113,1.206,9.87,-230.1,22.919,2.76,1.6
170.95,170,0.95,Green Valley 2019 - Site 3503,0.75,16.19,167.5,175.1,187.2,187.2,16.08,0.08,174.4,6.16,8.72,113,1.198,9.87,-230.1,22.908,2.76,1.6
170.96,170,0.96,Green Valley 2019 - Site 3504,0.58,15.52,167.5,175.2,186.6,186.6,16.04,0.08,174.5,7.23,9.79,113,1.204,9.86,-229.2,22.887,2.76,1.6
170.97,170,0.97,Green Valley 2019 - Site 3505,0.7,15.98,167.3,175.1,186.1,186.1,16,0.08,174.4,5.71,8.26,113,1.197,9.86,-229.2,22.86,2.76,1.6
170.98,170,0.98,Green Valley 2019 - Site 3506,0.66,15.84,167.2,175.1,185.1,185.1,15.92,0.08,174.4,6.06,8.62,113,1.198,9.85,-228.6,22.847,2.76,1.6
170.99,170,0.99,Green Valley 2019 - Site 3507,0.87,16.66,166.8,174.8,184.6,184.6,15.89,0.08,174.1,6.7,9.25,113,1.202,9.85,-229,22.808,2.76,1.6
171,171,0,Green Valley 2019 - Site 3508,0.53,15.31,166.5,174.6,184.4,184.4,15.87,0.08,173.8,6.2,8.76,113,1.206,9.84,-228.4,22.788,2.76,1.6
171.01,171,0.01,Green Valley 2019 - Site 3509,0.58,15.52,166.9,174.9,184,184,15.84,0.08,174.2,5.15,7.71,113,1.209,9.84,-228.2,22.797,2.76,1.6
171.02,171,0.02,Green Valley 2019 - Site 3510,0.49,15.16,166.8,174.9,183.6,183.6,15.81,0.08,174.1,6.47,9.02,113,1.212,9.84,-228,22.783,2.76,1.6
171.03,171,0.03,Green Valley 2019 - Site 3511,0.54,15.33,166.8,175,183.1,183.1,15.77,0.08,174.2,5.69,8.25,113,1.208,9.83,-227.6,22.764,2.76,1.6
171.04,171,0.04,Green Valley 2019 - Site 3512,0.72,16.07,166.4,174.7,182.6,182.6,15.74,0.08,173.9,5.6,8.16,113,1.203,9.83,-227.4,22.742,2.76,1.6
171.05,171,0.05,Green Valley 2019 - Site 3513,0.63,15.73,166.4,174.7,182.1,182.1,15.7,0.08,174,5.66,8.22,113,1.202,9.83,-227.2,22.72,2.76,1.6
171.06,171,0.06,Green Valley 2019 - Site 3514,0.58,15.53,166.4,174.8,181.7,181.7,15.67,0.08,174.1,5.66,8.22,113,1.201,9.82,-227,22.7,2.76,1.6
171.07,171,0.07,Green Valley 2019 - Site 3515,0.55,15.38,166.3,174.7,181.3,181.3,15.64,0.08,174,5.87,8.42,113,1.197,9.82,-226.8,22.68,2.76,1.6
171.08,171,0.08,Green Valley 2019 - Site 3516,0.63,15.7,166.1,174.6,180.9,180.9,15.6,0.08,173.8,6.45,9.01,113,1.2,9.81,-226.5,22.68,2.76,1.6
171.09,171,0.09,Green Valley 2019 - Site 3517,0.79,16.36,166.2,174.7,180.3,180.3,15.56,0.08,173.9,6.17,8.73,113,1.204,9.81,-226.1,22.663,2.76,1.6
171.1,171,0.1,Green Valley 2019 - Site 3518,0.66,15.85,165.9,174.5,179.9,179.9,15.54,0.08,173.7,6.95,9.51,113,1.206,9.8,-225.7,22.631,2.76,1.6
171.11,171,0.11,Green Valley 2019 - Site 3519,0.52,15.28,166.2,174.9,179.5,179.5,15.51,0.08,174.1,4.83,7.39,113,1.209,9.8,-225.7,22.608,2.76,1.6
171.13,171,0.13,Green Valley 2019 - Site 3520,0.56,15.41,166.1,174.8,179,179,15.47,0.08,174,4.93,7.48,113,1.209,9.8,-225.3,22.611,2.76,1.6
171.14,171,0.14,Green Valley 2019 - Site 3521,0.87,16.65,166.1,174.9,178.4,178.4,15.42,0.08,174.1,6.82,9.38,113,1.212,9.79,-224.9,22.59,2.76,1.6
171.15,171,0.15,Green Valley 2019 - Site 3522,0.65,15.81,166,174.9,177.9,177.9,15.37,0.08,174.1,6.79,9.34,113,1.201,9.78,-224.4,22.578,2.76,1.6
171.16,171,0.16,Green Valley 2019 - Site 3523,0.53,15.31,165.9,174.8,177.3,177.3,15.33,0.08,174,4.82,7.37,113,1.194,9.78,-224.3,22.548,2.76,1.6
171.17,171,0.17,Green Valley 2019 - Site 3524,0.43,14.93,166.2,175.2,176.9,176.9,15.3,0.08,174.3,4.9,7.46,113,1.206,9.77,-223.9,22.543,2.76,1.6
171.18,171,0.18,Green Valley 2019 - Site 3525,0.52,15.26,166.1,175.2,176.4,176.4,15.26,0.08,174.4,4.37,6.93,113,1.206,9.77,-223.6,22.522,2.76,1.6
171.19,171,0.19,Green Valley 2019 - Site 3526,0.52,15.28,166,175.1,175.9,175.9,15.22,0.08,174.3,3.69,6.25,113,1.204,9.77,-223.9,22.512,2.75,1.6
171.2,171,0.2,Green Valley 2019 - Site 3527,0.77,16.28,165.7,175,175.4,175.4,15.2,0.08,174.1,5.82,8.38,113,1.204,9.76,-223.3,22.465,2.76,1.6
171.21,171,0.21,Green Valley 2019 - Site 3528,0.62,15.65,165.8,175.1,175,175,15.16,0.08,174.3,4.7,7.25,113,1.204,9.77,-223.6,22.464,2.75,1.6
171.22,171,0.22,Green Valley 2019 - Site 3529,0.57,15.48,165.8,175.1,174.7,174.7,15.14,0.08,174.3,8.09,10.65,113,1.201,9.76,-222.9,22.457,2.76,1.6
171.23,171,0.23,Green Valley 2019 - Site 3530,0.45,15.01,165.7,175.1,174.1,174.1,15.1,0.08,174.3,4.53,7.08,113,1.198,9.76,-222.9,22.424,2.76,1.6
171.24,171,0.24,Green Valley 2019 - Site 3531,0.52,15.28,165.7,175.2,173.8,173.8,15.07,0.08,174.4,2.82,5.38,113,1.195,9.75,-222.5,22.412,2.75,1.6
171.25,171,0.25,Green Valley 2019 - Site 3532,0.59,15.54,166,175.5,173.3,173.3,15.03,0.08,174.7,5.5,8.06,114,1.193,9.75,-222.2,22.404,2.75,1.6
171.26,171,0.26,Green Valley 2019 - Site 3533,0.54,15.36,165.7,175.3,172.8,172.8,14.99,0.08,174.4,7.72,10.28,113,1.199,9.75,-222.1,22.383,2.75,1.6
171.27,171,0.27,Green Valley 2019 - Site 3534,0.78,16.29,165.9,175.5,172.5,172.5,14.97,0.08,174.7,2.78,5.33,114,1.205,9.74,-222,22.379,2.75,1.6
171.28,171,0.28,Green Valley 2019 - Site 3535,0.5,15.21,165.9,175.6,171.7,171.7,14.9,0.08,174.7,4.54,7.1,114,1.21,9.73,-221.4,22.362,2.75,1.6
171.29,171,0.29,Green Valley 2019 - Site 3536,0.37,14.66,165.9,175.6,171.4,171.4,14.88,0.08,174.8,4.29,6.85,114,1.208,9.74,-222.1,22.36,2.75,1.6
171.3,171,0.3,Green Valley 2019 - Site 3537,0.51,15.22,166,175.6,171.4,171.4,14.87,0.08,174.8,4.74,7.3,114,1.199,9.75,-222.2,22.363,2.75,1.6
171.31,171,0.31,Green Valley 2019 - Site 3538,0.63,15.72,166.1,175.7,171.3,171.3,14.86,0.08,174.8,5.25,7.81,114,1.197,9.75,-222.7,22.37,2.75,1.6
171.32,171,0.32,Green Valley 2019 - Site 3539,0.48,15.12,166.3,176,171.2,171.2,14.85,0.08,175.1,4.59,7.15,114,1.198,9.75,-222.7,22.374,2.75,1.6
171.33,171,0.33,Green Valley 2019 - Site 3540,0.53,15.33,166.6,176.3,171.3,171.3,14.86,0.08,175.4,3.67,6.23,114,1.204,9.75,-222.7,22.364,2.75,1.6
171.34,171,0.34,Green Valley 2019 - Site 3541,0.38,14.71,166.8,176.5,171.4,171.4,14.87,0.08,175.6,4.02,6.57,114,1.212,9.76,-222.9,22.388,2.75,1.6
171.35,171,0.35,Green Valley 2019 - Site 3542,0.63,15.71,166.8,176.4,171.5,171.5,14.87,0.08,175.5,4.12,6.68,114,1.206,9.76,-223.1,22.395,2.75,1.6
171.36,171,0.36,Green Valley 2019 - Site 3543,0.77,16.27,166.7,176.2,171.4,171.4,14.86,0.08,175.3,5.28,7.84,114,1.197,9.78,-224.1,22.413,2.75,1.6
171.38,171,0.38,Green Valley 2019 - Site 3544,0.64,15.75,166.4,175.9,171.9,171.9,14.9,0.08,175.1,3.73,6.29,114,1.194,9.75,-222.4,22.41,2.75,1.6
171.39,171,0.39,Green Valley 2019 - Site 3545,0.62,15.65,166.6,176.1,172.2,172.2,14.93,0.08,175.2,4.02,6.58,114,1.197,9.77,-223.9,22.426,2.75,1.6
171.4,171,0.4,Green Valley 2019 - Site 3546,0.69,15.95,167.2,176.5,172.8,172.8,14.96,0.08,175.6,5.24,7.8,114,1.201,9.79,-225,22.474,2.75,1.6
171.41,171,0.41,Green Valley 2019 - Site 3547,0.42,14.87,167.2,176.5,172.9,172.9,14.97,0.08,175.6,4.04,6.59,114,1.209,9.74,-222.1,22.479,2.75,1.6
171.42,171,0.42,Green Valley 2019 - Site 3548,0.45,14.98,167.3,176.5,173.1,173.1,14.99,0.08,175.7,3.78,6.34,114,1.204,9.73,-221.3,22.507,2.75,1.6
171.43,171,0.43,Green Valley 2019 - Site 3549,0.42,14.87,167,176.4,172.7,172.7,14.96,0.08,175.5,3.36,5.92,114,1.201,9.7,-219.3,22.459,2.75,1.6
171.44,171,0.44,Green Valley 2019 - Site 3550,0.3,14.4,167.6,177,171.9,171.9,14.9,0.08,176.2,3.28,5.84,115,1.2,9.68,-218,22.442,2.75,1.6
171.45,171,0.45,Green Valley 2019 - Site 3551,0.27,14.28,167.8,177.2,171,171,14.82,0.08,176.4,2.94,5.5,115,1.198,9.68,-217.9,22.449,2.75,1.6
171.46,171,0.46,Green Valley 2019 - Site 3552,0.36,14.61,167.8,177.2,170.8,170.8,14.8,0.08,176.3,2.85,5.41,115,1.194,9.7,-219.4,22.474,2.75,1.6
171.47,171,0.47,Green Valley 2019 - Site 3553,0.35,14.58,168,177.2,170.8,170.8,14.78,0.08,176.3,3.03,5.59,115,1.196,9.72,-220.7,22.52,2.75,1.6
171.48,171,0.48,Green Valley 2019 - Site 3554,0.38,14.73,168,177,171.2,171.2,14.8,0.08,176.2,2.28,4.84,115,1.208,9.76,-223.2,22.572,2.75,1.6
171.49,171,0.49,Green Valley 2019 - Site 3555,0.45,14.99,168,176.9,171.8,171.8,14.85,0.08,176.1,3.57,6.12,114,1.203,9.74,-222.2,22.588,2.75,1.6
171.5,171,0.5,Green Valley 2019 - Site 3556,0.45,14.97,168.2,177.1,172.7,172.7,14.92,0.08,176.3,3.29,5.84,115,1.2,9.81,-226.2,22.597,2.75,1.6
171.51,171,0.51,Green Valley 2019 - Site 3557,0.65,15.77,168.1,177.1,173.6,173.6,15,0.08,176.3,2.43,4.99,115,1.2,9.81,-226.3,22.571,2.75,1.6
171.52,171,0.52,Green Valley 2019 - Site 3558,0.37,14.69,167.6,176.8,172.6,172.6,14.94,0.08,175.9,3.15,5.71,114,1.198,9.76,-223.1,22.512,2.75,1.6
171.53,171,0.53,Green Valley 2019 - Site 3559,0.56,15.41,167.4,176.6,172.5,172.5,14.93,0.08,175.8,3.37,5.92,114,1.198,9.75,-222.2,22.497,2.75,1.6
171.54,171,0.54,Green Valley 2019 - Site 3560,0.67,15.89,166.8,176.1,172.6,172.6,14.94,0.08,175.3,2.54,5.1,114,1.196,9.73,-221.4,22.482,2.75,1.6
171.55,171,0.55,Green Valley 2019 - Site 3561,0.51,15.22,167.9,176.9,172.5,172.5,14.91,0.08,176.1,2.3,4.86,114,1.195,9.74,-221.9,22.575,2.75,1.6
171.56,171,0.56,Green Valley 2019 - Site 3562,0.49,15.15,169,177.5,172.8,172.8,14.9,0.08,176.7,2.23,4.79,115,1.2,9.8,-225.4,22.702,2.75,1.6
171.57,171,0.57,Green Valley 2019 - Site 3563,0.18,13.92,170.2,178.5,172.7,172.7,14.88,0.08,177.7,1.47,4.02,116,1.208,9.77,-224.1,22.769,2.75,1.6
171.58,171,0.58,Green Valley 2019 - Site 3564,0.16,13.82,170.4,178.7,174.7,174.7,15.04,0.08,177.9,1.48,4.03,116,1.201,9.82,-226.8,22.79,2.75,1.6
171.59,171,0.59,Green Valley 2019 - Site 3565,0.2,14,170.4,177.7,174.9,174.9,14.98,0.08,177,2.48,5.04,115,1.199,9.82,-227.3,23.051,2.74,1.6
171.6,171,0.6,Green Valley 2019 - Site 3566,0.51,15.24,169.6,178.3,175.3,175.3,15.12,0.08,177.5,2.24,4.8,115,1.197,9.78,-224.2,22.663,2.75,1.6
171.61,171,0.61,Green Valley 2019 - Site 3567,0.38,14.72,169.7,177.9,174.3,174.3,15.01,0.08,177.2,2.44,5,115,1.2,9.82,-226.8,22.793,2.75,1.6
171.63,171,0.63,Green Valley 2019 - Site 3568,0.3,14.39,171.1,178,176.7,176.7,15.11,0.08,177.4,1.89,4.45,115,1.208,9.85,-228.7,23.149,2.75,1.6
171.64,171,0.64,Green Valley 2019 - Site 3569,0.14,13.76,170.3,177.5,177,177,15.16,0.08,176.8,0.85,3.41,115,1.207,9.8,-225.9,23.077,2.75,1.6
171.65,171,0.65,Green Valley 2019 - Site 3570,0.16,13.82,171.8,178,175.4,175.4,14.94,0.08,177.4,1.39,3.95,115,1.206,9.78,-224.7,23.355,2.75,1.6
171.66,171,0.66,Green Valley 2019 - Site 3571,0.17,13.89,168.4,176.2,174.5,174.5,15,0.08,175.5,1.78,4.34,114,1.204,9.81,-226.2,22.863,2.75,1.6
171.67,171,0.67,Green Valley 2019 - Site 3572,0.07,13.48,171.6,179.1,172.3,172.3,14.78,0.08,178.4,0.85,3.4,116,1.202,9.6,-213.6,22.99,2.75,1.6
171.68,171,0.68,Green Valley 2019 - Site 3573,0.09,13.55,170.1,178.5,170.7,170.7,14.71,0.08,177.7,0.48,3.03,116,1.202,9.63,-215.3,22.761,2.75,1.6
171.69,171,0.69,Green Valley 2019 - Site 3574,0.01,13.24,171,179.7,168.2,168.2,14.51,0.08,178.9,0.02,2.58,116,1.201,9.56,-211.3,22.69,2.74,1.6
171.7,171,0.7,Green Valley 2019 - Site 3575,0.04,13.34,172.3,181.3,165.4,165.4,14.29,0.08,180.5,-0.12,2.44,117,1.199,9.49,-207,22.626,2.74,1.6
171.71,171,0.71,Green Valley 2019 - Site 3576,-0.05,13,173.7,183.4,161.7,161.7,14.01,0.09,182.5,-0.43,2.13,119,1.195,9.41,-201.9,22.473,2.74,1.6
171.72,171,0.72,Green Valley 2019 - Site 3577,-0.03,13.08,174.9,184.8,158.8,158.8,13.77,0.09,183.9,-0.3,2.26,120,1.195,9.37,-199.4,22.421,2.74,1.6
171.73,171,0.73,Green Valley 2019 - Site 3578,-0.08,12.89,176.9,187.6,154.8,154.8,13.46,0.09,186.6,-0.69,1.86,121,1.201,9.29,-194.6,22.285,2.74,1.6
171.74,171,0.74,Green Valley 2019 - Site 3579,-0.08,12.87,178.3,189.4,151.5,151.5,13.19,0.09,188.4,-0.97,1.58,122,1.207,9.23,-191,22.204,2.74,1.6
171.75,171,0.75,Green Valley 2019 - Site 3580,-0.09,12.84,179,190.3,148.6,148.6,12.95,0.09,189.3,-1.01,1.55,123,1.212,9.19,-188.4,22.146,2.74,1.6
171.76,171,0.76,Green Valley 2019 - Site 3581,-0.09,12.83,179.3,190.7,146.2,146.2,12.75,0.09,189.7,-0.86,1.7,123,1.209,9.18,-187.8,22.132,2.74,1.6
171.77,171,0.77,Green Valley 2019 - Site 3582,-0.13,12.67,180.5,192.3,143.5,143.5,12.53,0.09,191.3,-1,1.56,124,1.197,9.16,-186.4,22.052,2.74,1.6
171.78,171,0.78,Green Valley 2019 - Site 3583,-0.12,12.73,181.5,193.7,140.7,140.7,12.3,0.09,192.7,-0.94,1.61,125,1.2,9.07,-180.9,21.98,2.74,1.6
171.79,171,0.79,Green Valley 2019 - Site 3584,-0.13,12.67,182.2,194.8,137.7,137.7,12.06,0.09,193.7,-1.11,1.45,126,1.212,9.03,-178.7,21.89,2.74,1.6
171.8,171,0.8,Green Valley 2019 - Site 3585,-0.1,12.79,182.7,195.6,135.2,135.2,11.85,0.09,194.5,-1.07,1.49,126,1.208,9.05,-179.6,21.847,2.74,1.6
171.81,171,0.81,Green Valley 2019 - Site 3586,-0.12,12.73,182.4,195.3,133.5,133.5,11.71,0.09,194.1,-1.09,1.47,126,1.201,9.01,-177.5,21.824,2.74,1.6
171.82,171,0.82,Green Valley 2019 - Site 3587,-0.13,12.66,182.8,196,131.5,131.5,11.54,0.09,194.8,-1.06,1.5,127,1.203,9.02,-178.1,21.785,2.74,1.6
171.83,171,0.83,Green Valley 2019 - Site 3588,-0.1,12.78,183.1,196.4,129.7,129.7,11.39,0.09,195.2,-1.05,1.5,127,1.197,9.01,-177.6,21.738,2.74,1.6
171.84,171,0.84,Green Valley 2019 - Site 3589,-0.13,12.67,183.5,197,128,128,11.25,0.09,195.8,-0.92,1.63,127,1.196,9,-177,21.721,2.74,1.6
171.85,171,0.85,Green Valley 2019 - Site 3590,-0.16,12.53,183.8,197.6,126,126,11.09,0.09,196.4,-1.22,1.34,128,1.202,8.97,-174.7,21.634,2.74,1.6
171.86,171,0.86,Green Valley 2019 - Site 3591,-0.12,12.72,183.9,197.9,124.4,124.4,10.95,0.09,196.6,-1.18,1.38,128,1.207,8.97,-174.9,21.621,2.74,1.6
171.88,171,0.88,Green Valley 2019 - Site 3592,-0.04,13.04,184.2,198.2,122.9,122.9,10.83,0.09,197,-1.09,1.46,128,1.213,8.94,-173.1,21.596,2.74,1.6
171.89,171,0.89,Green Valley 2019 - Site 3593,-0.07,12.93,183.4,197.1,122.4,122.4,10.77,0.09,195.9,-1.29,1.27,127,1.205,9,-176.7,21.657,2.74,1.6
171.9,171,0.9,Green Valley 2019 - Site 3594,-0.07,12.91,184.9,199.3,120.6,120.6,10.64,0.09,198,-1.04,1.52,129,1.197,8.88,-169.8,21.528,2.74,1.6
171.91,171,0.91,Green Valley 2019 - Site 3595,-0.1,12.81,184.2,198.6,118.8,118.8,10.48,0.09,197.3,-1.1,1.46,128,1.196,8.92,-172.2,21.52,2.74,1.6
171.92,171,0.92,Green Valley 2019 - Site 3596,-0.1,12.79,183.1,197.2,118.7,118.7,10.47,0.09,196,-0.98,1.57,127,1.203,8.99,-175.8,21.557,2.74,1.6
171.93,171,0.93,Green Valley 2019 - Site 3597,-0.03,13.06,182.5,196.3,119.4,119.4,10.51,0.09,195.1,-1.09,1.47,127,1.205,9.02,-177.7,21.621,2.74,1.6
171.94,171,0.94,Green Valley 2019 - Site 3598,-0.02,13.13,179.5,192.5,121.7,121.7,10.68,0.09,191.4,-0.54,2.02,124,1.207,9.16,-186.4,21.763,2.74,1.6
171.95,171,0.95,Green Valley 2019 - Site 3599,-0.05,13,180.3,193.7,121.9,121.9,10.71,0.09,192.5,-0.74,1.81,125,1.212,9.09,-182.3,21.697,2.74,1.6
171.96,171,0.96,Green Valley 2019 - Site 3600,-0.01,13.16,179.9,193.2,121.4,121.4,10.68,0.09,192.1,-0.74,1.82,125,1.205,9.12,-183.8,21.694,2.74,1.6
171.97,171,0.97,Green Valley 2019 - Site 3601,-0.01,13.14,179.5,192.7,121.8,121.8,10.7,0.09,191.5,-0.55,2.01,124,1.196,9.15,-185.7,21.712,2.74,1.6
171.98,171,0.98,Green Valley 2019 - Site 3602,-0.03,13.07,179.3,192.3,121.9,121.9,10.71,0.09,191.2,-0.74,1.82,124,1.196,9.15,-185.7,21.737,2.74,1.6
171.99,171,0.99,Green Valley 2019 - Site 3603,-0.01,13.14,178.9,191.8,122.2,122.2,10.73,0.09,190.7,-0.51,2.05,124,1.206,9.17,-186.9,21.754,2.73,1.6
172,172,0,Green Valley 2019 - Site 3604,0,13.18,179,192,122.1,122.1,10.72,0.09,190.9,-0.5,2.05,124,1.201,9.16,-186.4,21.751,2.74,1.6
172.01,172,0.01,Green Valley 2019 - Site 3605,-0.06,12.95,179.3,192.5,121.8,121.8,10.7,0.09,191.3,-0.72,1.83,124,1.198,9.14,-185.3,21.725,2.74,1.6
172.02,172,0.02,Green Valley 2019 - Site 3606,-0.06,12.95,179,192.2,121.4,121.4,10.67,0.09,191.1,-0.45,2.11,124,1.197,9.15,-185.6,21.708,2.74,1.6
172.03,172,0.03,Green Valley 2019 - Site 3607,-0.05,12.98,178.9,192.2,121.1,121.1,10.65,0.09,191,-0.55,2.01,124,1.195,9.14,-185.2,21.68,2.74,1.6
172.04,172,0.04,Green Valley 2019 - Site 3608,-0.02,13.11,179,192.3,120.7,120.7,10.61,0.09,191.2,-0.57,1.98,124,1.199,9.11,-183.6,21.67,2.73,1.6
172.05,172,0.05,Green Valley 2019 - Site 3609,-0.03,13.08,179.5,193,120.1,120.1,10.56,0.09,191.8,-0.67,1.88,125,1.21,9.09,-182.3,21.644,2.73,1.6
172.06,172,0.06,Green Valley 2019 - Site 3610,-0.06,12.96,180.2,193.9,119,119,10.48,0.09,192.7,-0.73,1.82,125,1.204,9.05,-179.7,21.608,2.73,1.6
172.07,172,0.07,Green Valley 2019 - Site 3611,-0.06,12.95,181.8,195.9,117,117,10.32,0.09,194.7,-0.77,1.79,127,1.198,8.97,-174.6,21.522,2.73,1.6
172.08,172,0.08,Green Valley 2019 - Site 3612,-0.05,13,181.7,195.9,115.7,115.7,10.21,0.09,194.7,-0.83,1.73,127,1.194,8.99,-176,21.519,2.73,1.6
172.09,172,0.09,Green Valley 2019 - Site 3613,-0.1,12.81,181.6,195.8,114.9,114.9,10.13,0.09,194.5,-0.74,1.81,126,1.198,9.01,-177.3,21.53,2.73,1.6
172.1,172,0.1,Green Valley 2019 - Site 3614,-0.07,12.93,181.7,195.8,114.4,114.4,10.09,0.09,194.6,-0.81,1.74,126,1.203,8.99,-176.2,21.53,2.73,1.6
172.11,172,0.11,Green Valley 2019 - Site 3615,-0.04,13.05,180.5,194.5,114.3,114.3,10.08,0.09,193.3,-0.68,1.88,126,1.206,9.05,-179.5,21.555,2.73,1.6
172.13,172,0.13,Green Valley 2019 - Site 3616,-0.06,12.96,180.5,194.4,114.5,114.5,10.09,0.09,193.2,-0.58,1.98,126,1.21,9.04,-179,21.57,2.73,1.6
172.14,172,0.14,Green Valley 2019 - Site 3617,0.01,13.21,180.5,194.5,114.1,114.1,10.06,0.09,193.2,-0.41,2.14,126,1.212,9.03,-178.4,21.548,2.73,1.6
172.15,172,0.15,Green Valley 2019 - Site 3618,-0.01,13.15,181.2,195.4,113.4,113.4,10,0.09,194.1,-0.58,1.98,126,1.2,8.96,-174.5,21.519,2.73,1.6
172.16,172,0.16,Green Valley 2019 - Site 3619,-0.04,13.03,182.5,197,111.7,111.7,9.87,0.09,195.7,-0.62,1.94,127,1.194,8.94,-172.9,21.451,2.73,1.6
172.17,172,0.17,Green Valley 2019 - Site 3620,-0.06,12.94,183.3,198.3,110,110,9.73,0.09,197,-0.74,1.81,128,1.196,8.84,-166.9,21.383,2.73,1.6
172.18,172,0.18,Green Valley 2019 - Site 3621,-0.07,12.9,184.8,200.3,107.3,107.3,9.51,0.09,199,-0.88,1.68,129,1.207,8.72,-160,21.267,2.73,1.6
172.19,172,0.19,Green Valley 2019 - Site 3622,-0.11,12.76,186.4,202.5,104.3,104.3,9.26,0.09,201.1,-1.06,1.49,131,1.207,8.6,-152.2,21.174,2.73,1.6
172.2,172,0.2,Green Valley 2019 - Site 3623,-0.12,12.73,187.1,203.8,102,102,9.08,0.1,202.3,-1.1,1.46,132,1.203,8.53,-148.5,21.072,2.73,1.6
172.21,172,0.21,Green Valley 2019 - Site 3624,-0.1,12.77,187.2,204.1,99.8,99.8,8.9,0.1,202.6,-1.1,1.46,132,1.201,8.53,-148.1,21.007,2.73,1.6
172.22,172,0.22,Green Valley 2019 - Site 3625,-0.1,12.79,187.3,204.4,98.3,98.3,8.76,0.1,202.9,-1.25,1.3,132,1.196,8.52,-147.4,20.958,2.73,1.6
172.23,172,0.23,Green Valley 2019 - Site 3626,-0.07,12.91,187.3,204.6,97,97,8.65,0.1,203.1,-1.17,1.39,132,1.193,8.56,-150,20.94,2.73,1.6
172.24,172,0.24,Green Valley 2019 - Site 3627,-0.11,12.74,187.3,204.4,96.2,96.2,8.58,0.1,202.9,-1.11,1.45,132,1.198,8.59,-151.5,20.974,2.73,1.6
172.25,172,0.25,Green Valley 2019 - Site 3628,-0.06,12.94,185.6,202,96.7,96.7,8.6,0.09,200.6,-0.94,1.62,130,1.205,8.7,-158.5,21.087,2.73,1.6
172.26,172,0.26,Green Valley 2019 - Site 3629,-0.03,13.06,182.7,198.4,99.5,99.5,8.83,0.09,197,-0.61,1.95,128,1.212,8.86,-168,21.205,2.73,1.6
172.27,172,0.27,Green Valley 2019 - Site 3630,-0.05,13,184.1,200.3,99.1,99.1,8.82,0.09,198.9,-0.75,1.8,129,1.205,8.75,-161.6,21.104,2.73,1.6
172.28,172,0.28,Green Valley 2019 - Site 3631,-0.09,12.83,185.9,203,97.3,97.3,8.68,0.1,201.6,-0.97,1.59,131,1.194,8.62,-153.4,20.934,2.73,1.6
172.29,172,0.29,Green Valley 2019 - Site 3632,-0.13,12.66,186.8,204.5,95.1,95.1,8.5,0.1,203,-1.18,1.37,132,1.194,8.52,-147.3,20.835,2.73,1.6
172.3,172,0.3,Green Valley 2019 - Site 3633,-0.03,13.08,184.3,201,95.4,95.4,8.5,0.09,199.6,-0.73,1.83,130,1.198,8.77,-162.4,20.989,2.73,1.6
172.31,172,0.31,Green Valley 2019 - Site 3634,-0.05,12.97,182.5,198.5,97.6,97.6,8.68,0.09,197.1,-0.66,1.89,128,1.21,8.89,-169.8,21.117,2.73,1.6
172.32,172,0.32,Green Valley 2019 - Site 3635,-0.03,13.06,181.4,197.1,99.1,99.1,8.8,0.09,195.7,-0.57,1.99,127,1.2,8.96,-174.2,21.181,2.73,1.6
172.33,172,0.33,Green Valley 2019 - Site 3636,0.04,13.36,176.8,190.9,102.8,102.8,9.08,0.09,189.6,0.6,3.15,123,1.198,9.18,-187.5,21.461,2.73,1.6
172.34,172,0.34,Green Valley 2019 - Site 3637,0.25,14.19,171.8,183.8,108,108,9.46,0.09,182.7,1.95,4.5,119,1.209,9.46,-204.5,21.884,2.73,1.6
172.35,172,0.35,Green Valley 2019 - Site 3638,0.25,14.19,172.2,184.2,110.9,110.9,9.72,0.09,183.1,1.67,4.22,119,1.207,9.43,-202.5,21.879,2.73,1.6
172.36,172,0.36,Green Valley 2019 - Site 3639,0.14,13.74,173.3,186.6,111.4,111.4,9.82,0.09,185.5,1.31,3.87,121,1.204,9.25,-192.1,21.574,2.73,1.6
172.38,172,0.38,Green Valley 2019 - Site 3640,-0.01,13.14,179,194.1,107.5,107.5,9.54,0.09,192.8,-0.01,2.55,125,1.202,8.94,-172.7,21.249,2.73,1.6
172.39,172,0.39,Green Valley 2019 - Site 3641,-0.02,13.13,179.6,194.9,105.9,105.9,9.4,0.09,193.6,-0.27,2.28,126,1.197,8.92,-171.6,21.211,2.73,1.6
172.4,172,0.4,Green Valley 2019 - Site 3642,-0.02,13.11,179.1,194.4,105.2,105.2,9.34,0.09,193,-0.13,2.42,125,1.198,8.97,-175,21.212,2.73,1.6
