doyfrac,doy,timefrac,site,chl_rfu,chl,cond,nLF cond,odo_sat,odo_satlocal,odo,salinity,spcond,pc_rfu,pc,tds,wiper,ph,ph_mv,temp,battery,cablepower
134.5,134,0.5,Green Valley 2019 - Site 4,0,13.21,481.8,512.4,100.4,100.4,8.75,0.25,509.7,0.16,2.72,331,1.204,8.19,-128.3,22.138,2.95,1.6
134.51,134,0.51,Green Valley 2019 - Site 5,0.14,13.74,94.8,97.6,100.3,100.3,8.5,0.04,97.3,0.57,3.13,63,1.201,8.91,-172.2,23.621,2.94,1.6
134.52,134,0.52,Green Valley 2019 - Site 6,0.98,17.13,177.6,230.1,93.2,93.2,9.66,0.11,226.5,-0.88,1.68,147,1.211,8.05,-117.5,13.71,2.94,1.5
134.53,134,0.53,Green Valley 2019 - Site 7,0.98,17.11,177.8,229.9,93.8,93.8,9.7,0.11,226.2,-0.88,1.68,147,1.212,8.08,-119.2,13.806,2.95,1.5
134.54,134,0.54,Green Valley 2019 - Site 8,0.9,16.78,178.2,229.8,94,94,9.7,0.11,226.2,-0.88,1.68,147,1.203,8.07,-119,13.892,2.94,1.4
134.55,134,0.55,Green Valley 2019 - Site 9,1.65,19.79,177.9,229.6,94.9,94.9,9.8,0.11,225.9,-0.84,1.72,147,1.195,8.09,-120.1,13.868,2.94,1.4
134.56,134,0.56,Green Valley 2019 - Site 10,0.83,16.52,178.3,229.6,95.9,95.9,9.89,0.11,226,-0.87,1.68,147,1.202,8.1,-120.5,13.947,2.94,1.4
134.57,134,0.57,Green Valley 2019 - Site 11,0.95,17,178.3,229.7,96.1,96.1,9.91,0.11,226,-0.88,1.68,147,1.202,8.1,-121,13.949,2.94,1.4
134.58,134,0.58,Green Valley 2019 - Site 12,0.97,17.08,178.3,229.5,96.3,96.3,9.92,0.11,225.9,-0.86,1.7,147,1.198,8.11,-121,13.975,2.94,1.4
134.59,134,0.59,Green Valley 2019 - Site 13,1.05,17.37,178.3,229.4,96.4,96.4,9.94,0.11,225.8,-0.83,1.72,147,1.207,8.12,-122,13.982,2.94,1.4
134.6,134,0.6,Green Valley 2019 - Site 14,0.97,17.08,178.7,229.4,96.8,96.8,9.95,0.11,225.8,-0.84,1.71,147,1.202,8.13,-122.3,14.077,2.94,1.4
134.61,134,0.61,Green Valley 2019 - Site 15,1,17.19,178.8,229.3,98.1,98.1,10.08,0.11,225.7,-0.87,1.68,147,1.199,8.14,-123,14.111,2.94,1.4
134.63,134,0.63,Green Valley 2019 - Site 16,1.05,17.4,178.7,229.2,98.9,98.9,10.16,0.11,225.6,-0.86,1.69,147,1.195,8.15,-123.8,14.106,2.94,1.4
134.64,134,0.64,Green Valley 2019 - Site 17,1.18,17.93,179,229.2,99.8,99.8,10.24,0.11,225.6,-0.81,1.74,147,1.193,8.18,-125.3,14.172,2.94,1.4
134.65,134,0.65,Green Valley 2019 - Site 18,1.07,17.47,178.8,229,100.5,100.5,10.32,0.11,225.5,-0.75,1.8,147,1.208,8.18,-125.4,14.166,2.94,1.4
134.66,134,0.66,Green Valley 2019 - Site 19,1.09,17.55,179,228.9,100.8,100.8,10.33,0.11,225.3,-0.82,1.74,146,1.211,8.19,-126.3,14.229,2.94,1.4
134.67,134,0.67,Green Valley 2019 - Site 20,1.61,19.64,179,228.9,101.5,101.5,10.4,0.11,225.3,-0.68,1.88,146,1.211,8.2,-126.5,14.247,2.94,1.4
134.68,134,0.68,Green Valley 2019 - Site 21,1.1,17.59,178.8,228.9,102.3,102.3,10.49,0.11,225.3,-0.67,1.89,146,1.2,8.2,-126.4,14.203,2.94,1.4
134.69,134,0.69,Green Valley 2019 - Site 22,2.18,21.9,178.5,229,102.1,102.1,10.49,0.11,225.4,-0.56,2,147,1.193,8.18,-125.6,14.103,2.94,1.4
134.7,134,0.7,Green Valley 2019 - Site 23,2.91,24.81,178.5,228.2,104.8,104.8,10.74,0.11,224.7,-0.47,2.09,146,1.198,8.31,-133,14.231,2.93,1.4
134.71,134,0.71,Green Valley 2019 - Site 24,3.43,26.9,177.7,228.5,103.7,103.7,10.68,0.11,224.9,-0.19,2.36,146,1.211,8.29,-131.8,14.016,2.93,1.4
134.72,134,0.72,Green Valley 2019 - Site 25,3.11,25.61,177.4,228.2,107.1,107.1,11.03,0.11,224.6,-0.11,2.44,146,1.212,8.33,-134.4,14,2.93,1.4
134.73,134,0.73,Green Valley 2019 - Site 26,3.53,27.3,178.3,227.7,111,111,11.36,0.11,224.1,-0.05,2.5,146,1.199,8.4,-138.5,14.297,2.93,1.4
134.74,134,0.74,Green Valley 2019 - Site 27,3.93,28.91,178.8,227.6,111.7,111.7,11.39,0.11,224.1,-0.21,2.34,146,1.201,8.41,-139.2,14.429,2.93,1.4
134.75,134,0.75,Green Valley 2019 - Site 28,2.33,22.52,179.7,226.9,118.3,118.3,11.99,0.11,223.5,-0.27,2.29,145,1.209,8.52,-145.8,14.748,2.93,1.4
134.76,134,0.76,Green Valley 2019 - Site 29,3.29,26.33,179.8,226.8,119.1,119.1,12.06,0.11,223.4,-0.09,2.47,145,1.208,8.54,-146.7,14.8,2.93,1.4
134.77,134,0.77,Green Valley 2019 - Site 30,3.34,26.56,180.2,227,118.2,118.2,11.95,0.11,223.6,-0.12,2.43,145,1.211,8.5,-144.6,14.859,2.93,1.4
134.78,134,0.78,Green Valley 2019 - Site 31,3.35,26.6,181.2,226.3,123.8,123.8,12.42,0.11,222.9,-0.12,2.44,145,1.212,8.57,-148.5,15.204,2.93,1.5
134.79,134,0.79,Green Valley 2019 - Site 32,3.23,26.13,182.4,225.5,128,128,12.73,0.11,222.2,-0.24,2.31,144,1.205,8.62,-151.8,15.626,2.93,1.5
134.8,134,0.8,Green Valley 2019 - Site 33,2.01,21.22,183,225.2,131.3,131.3,13,0.11,222,-0.35,2.2,144,1.199,8.66,-154.1,15.811,2.93,1.5
134.81,134,0.81,Green Valley 2019 - Site 34,2.77,24.25,183.4,224.9,133.5,133.5,13.18,0.11,221.8,-0.41,2.14,144,1.193,8.68,-155.7,15.95,2.93,1.5
134.82,134,0.82,Green Valley 2019 - Site 35,1.68,19.93,183.8,224.8,134.7,134.7,13.27,0.11,221.6,-0.47,2.08,144,1.204,8.71,-157.1,16.066,2.93,1.5
134.83,134,0.83,Green Valley 2019 - Site 36,2.56,23.43,184.2,224.6,136.4,136.4,13.4,0.11,221.5,-0.47,2.08,144,1.205,8.72,-158.1,16.182,2.93,1.5
134.84,134,0.84,Green Valley 2019 - Site 37,3.87,28.69,184.2,224.7,134.6,134.6,13.23,0.11,221.6,-0.51,2.05,144,1.207,8.7,-157,16.17,2.93,1.5
134.85,134,0.85,Green Valley 2019 - Site 38,2.81,24.44,184.4,224.5,137.2,137.2,13.46,0.11,221.4,-0.6,1.96,144,1.207,8.72,-157.9,16.253,2.93,1.5
134.86,134,0.86,Green Valley 2019 - Site 39,4.07,29.46,184.4,224.4,136.3,136.3,13.37,0.11,221.4,-0.53,2.03,144,1.205,8.67,-155.2,16.252,2.93,1.5
134.88,134,0.88,Green Valley 2019 - Site 40,3.15,25.78,184.4,224.1,137.9,137.9,13.52,0.11,221.1,-0.55,2.01,144,1.203,8.68,-155.6,16.307,2.93,1.5
134.89,134,0.89,Green Valley 2019 - Site 41,1.69,19.97,184.6,224,139,139,13.6,0.11,220.9,-0.53,2.02,144,1.205,8.7,-156.6,16.388,2.93,1.5
134.9,134,0.9,Green Valley 2019 - Site 42,2.98,25.11,184.7,224,138.6,138.6,13.56,0.11,221,-0.5,2.06,144,1.206,8.7,-156.9,16.391,2.92,1.5
134.91,134,0.91,Green Valley 2019 - Site 43,2.68,23.92,184.4,224.3,136.6,136.6,13.39,0.11,221.3,-0.54,2.02,144,1.205,8.68,-155.4,16.291,2.93,1.5
134.92,134,0.92,Green Valley 2019 - Site 44,3.95,28.98,184.4,224.4,135.8,135.8,13.32,0.11,221.3,-0.35,2.2,144,1.204,8.68,-155.3,16.254,2.93,1.5
134.93,134,0.93,Green Valley 2019 - Site 45,2.78,24.3,184.2,224.3,136.1,136.1,13.36,0.11,221.3,-0.65,1.9,144,1.203,8.69,-156.2,16.238,2.92,1.5
134.94,134,0.94,Green Valley 2019 - Site 46,3.65,27.81,184.1,224.3,136,136,13.36,0.11,221.2,-0.47,2.09,144,1.194,8.69,-156.3,16.214,2.92,1.5
134.95,134,0.95,Green Valley 2019 - Site 47,2.81,24.42,184,224.2,136.7,136.7,13.43,0.11,221.1,-0.45,2.1,144,1.203,8.7,-156.9,16.221,2.92,1.5
134.96,134,0.96,Green Valley 2019 - Site 48,3.2,26.01,184,224.2,136.3,136.3,13.39,0.11,221.2,-0.46,2.09,144,1.203,8.69,-156.1,16.201,2.92,1.5
134.97,134,0.97,Green Valley 2019 - Site 49,2.56,23.42,183.8,224.1,136.7,136.7,13.43,0.11,221,-0.52,2.04,144,1.198,8.69,-156.4,16.191,2.92,1.5
134.98,134,0.98,Green Valley 2019 - Site 50,4.94,32.94,183.8,223.8,138.3,138.3,13.58,0.11,220.8,-0.41,2.15,144,1.202,8.73,-158.5,16.241,2.92,1.5
134.99,134,0.99,Green Valley 2019 - Site 51,2.81,24.43,183.9,224,137.7,137.7,13.52,0.11,220.9,-0.53,2.03,144,1.196,8.73,-158.3,16.223,2.92,1.5
135,135,0,Green Valley 2019 - Site 52,2.78,24.31,183.8,224,137.1,137.1,13.47,0.11,220.9,-0.49,2.07,144,1.198,8.72,-158,16.198,2.92,1.5
135.01,135,0.01,Green Valley 2019 - Site 53,3.21,26.01,183.8,224.1,136.7,136.7,13.43,0.11,221,-0.57,1.99,144,1.201,8.71,-157.3,16.181,2.92,1.5
135.02,135,0.02,Green Valley 2019 - Site 54,2.58,23.52,183.7,224.1,136.2,136.2,13.39,0.11,221,-0.49,2.07,144,1.205,8.7,-156.7,16.161,2.92,1.5
135.03,135,0.03,Green Valley 2019 - Site 55,2.43,22.91,183.5,224.1,135.4,135.4,13.32,0.11,221,-0.56,1.99,144,1.207,8.64,-153.2,16.118,2.92,1.5
135.04,135,0.04,Green Valley 2019 - Site 56,5.21,34.02,183.4,223.9,136.4,136.4,13.42,0.11,220.8,-0.44,2.11,144,1.209,8.66,-154.5,16.128,2.92,1.5
135.05,135,0.05,Green Valley 2019 - Site 57,2.58,23.49,183.2,223.8,137.1,137.1,13.5,0.1,220.7,-0.3,2.25,143,1.21,8.7,-156.7,16.111,2.92,1.5
135.06,135,0.06,Green Valley 2019 - Site 58,2.56,23.44,183.4,223.9,136.7,136.7,13.45,0.11,220.8,-0.49,2.06,143,1.201,8.69,-156.3,16.13,2.92,1.5
135.07,135,0.07,Green Valley 2019 - Site 59,3.98,29.12,183.3,223.9,135.9,135.9,13.38,0.11,220.8,-0.51,2.04,144,1.195,8.67,-155.2,16.097,2.92,1.5
135.08,135,0.08,Green Valley 2019 - Site 60,3.61,27.64,183.3,224,135.4,135.4,13.33,0.11,220.9,-0.42,2.14,144,1.196,8.67,-154.9,16.09,2.92,1.5
135.09,135,0.09,Green Valley 2019 - Site 61,3.32,26.47,183.1,224,135,135,13.3,0.11,220.8,-0.54,2.01,144,1.198,8.67,-154.8,16.059,2.91,1.5
135.1,135,0.1,Green Valley 2019 - Site 62,2.84,24.56,183.1,224,134.4,134.4,13.25,0.11,220.9,-0.4,2.15,144,1.198,8.67,-155.1,16.03,2.91,1.5
135.11,135,0.11,Green Valley 2019 - Site 63,3.5,27.19,182.9,224.1,133.9,133.9,13.21,0.11,220.9,-0.3,2.26,144,1.2,8.67,-155.1,15.995,2.92,1.5
135.13,135,0.13,Green Valley 2019 - Site 64,4.29,30.35,182.9,224.3,132.9,132.9,13.13,0.11,221.1,-0.46,2.1,144,1.202,8.67,-154.7,15.953,2.91,1.5
135.14,135,0.14,Green Valley 2019 - Site 65,3.43,26.93,182.9,224.3,132.3,132.3,13.07,0.11,221.2,-0.16,2.4,144,1.206,8.67,-154.8,15.931,2.91,1.5
135.15,135,0.15,Green Valley 2019 - Site 66,2.79,24.34,182.8,224.3,132.2,132.2,13.06,0.11,221.2,-0.5,2.06,144,1.209,8.67,-154.8,15.909,2.91,1.5
135.16,135,0.16,Green Valley 2019 - Site 67,3.7,28.01,182.7,224.3,132,132,13.05,0.11,221.2,-0.36,2.2,144,1.21,8.67,-155,15.894,2.91,1.5
135.17,135,0.17,Green Valley 2019 - Site 68,3.88,28.72,182.7,224.3,131.8,131.8,13.03,0.11,221.1,-0.17,2.38,144,1.212,8.67,-154.9,15.897,2.91,1.5
135.18,135,0.18,Green Valley 2019 - Site 69,4.33,30.5,182.7,224.3,131.2,131.2,12.97,0.11,221.2,-0.33,2.23,144,1.203,8.66,-154.5,15.886,2.91,1.5
135.19,135,0.19,Green Valley 2019 - Site 70,4.77,32.28,182.6,224.4,130.3,130.3,12.89,0.11,221.2,-0.06,2.5,144,1.195,8.65,-153.6,15.865,2.91,1.5
135.2,135,0.2,Green Valley 2019 - Site 71,4.6,31.59,182.4,224.2,130.8,130.8,12.94,0.11,221,-0.2,2.35,144,1.2,8.66,-154.3,15.852,2.91,1.5
135.21,135,0.21,Green Valley 2019 - Site 72,4.27,30.29,182.5,224.3,130.3,130.3,12.9,0.11,221.1,-0.18,2.38,144,1.212,8.65,-153.6,15.851,2.91,1.5
135.22,135,0.22,Green Valley 2019 - Site 73,4.13,29.69,182.5,224.3,130.5,130.5,12.91,0.11,221.1,-0.13,2.42,144,1.198,8.63,-152.5,15.862,2.91,1.5
135.23,135,0.23,Green Valley 2019 - Site 74,3.73,28.11,182.4,224.4,129.5,129.5,12.82,0.11,221.2,0.17,2.72,144,1.197,8.62,-152,15.824,2.91,1.5
135.24,135,0.24,Green Valley 2019 - Site 75,4.8,32.4,182.4,224.6,127.9,127.9,12.68,0.11,221.4,-0.09,2.46,144,1.204,8.59,-150.1,15.774,2.91,1.5
135.25,135,0.25,Green Valley 2019 - Site 76,3.25,26.19,182.2,224.5,128.3,128.3,12.73,0.11,221.3,-0.09,2.46,144,1.201,8.59,-149.9,15.749,2.91,1.5
135.26,135,0.26,Green Valley 2019 - Site 77,6.03,37.32,182.1,224.5,128,128,12.71,0.11,221.3,-0.09,2.47,144,1.198,8.6,-150.5,15.719,2.91,1.5
135.27,135,0.27,Green Valley 2019 - Site 78,4.74,32.17,182.2,224.6,128.1,128.1,12.71,0.11,221.4,-0.16,2.4,144,1.195,8.59,-150.2,15.729,2.9,1.5
135.28,135,0.28,Green Valley 2019 - Site 79,3.19,25.93,182.1,224.5,128.7,128.7,12.77,0.11,221.3,0.06,2.61,144,1.193,8.62,-151.8,15.731,2.91,1.5
135.29,135,0.29,Green Valley 2019 - Site 80,3.07,25.47,182.1,224.4,129.3,129.3,12.83,0.11,221.2,-0.23,2.33,144,1.193,8.64,-152.8,15.739,2.9,1.5
135.3,135,0.3,Green Valley 2019 - Site 81,3.13,25.72,181.9,224.3,130.1,130.1,12.91,0.11,221.1,-0.36,2.2,144,1.203,8.66,-154,15.727,2.91,1.5
135.31,135,0.31,Green Valley 2019 - Site 82,2.95,25,181.9,224.2,130.3,130.3,12.92,0.11,221,-0.29,2.26,144,1.209,8.65,-153.6,15.724,2.9,1.5
135.32,135,0.32,Green Valley 2019 - Site 83,3.37,26.68,181.8,224.1,131.1,131.1,13.01,0.11,220.9,-0.22,2.34,144,1.203,8.62,-152,15.722,2.9,1.5
135.33,135,0.33,Green Valley 2019 - Site 84,3.56,27.43,181.8,224.1,131.7,131.7,13.07,0.11,220.9,-0.18,2.38,144,1.205,8.61,-151.4,15.736,2.9,1.5
135.34,135,0.34,Green Valley 2019 - Site 85,4.02,29.27,181.9,224,132.8,132.8,13.16,0.11,220.8,-0.18,2.38,144,1.195,8.64,-153.1,15.784,2.9,1.5
135.35,135,0.35,Green Valley 2019 - Site 86,3.2,25.97,181.9,224,132.7,132.7,13.15,0.11,220.8,-0.33,2.23,144,1.197,8.65,-153.7,15.776,2.9,1.5
135.36,135,0.36,Green Valley 2019 - Site 87,4.18,29.93,181.8,223.9,132.4,132.4,13.13,0.11,220.8,-0.21,2.35,143,1.212,8.67,-155.1,15.772,2.9,1.5
135.38,135,0.38,Green Valley 2019 - Site 88,3.76,28.22,181.9,224,132.6,132.6,13.14,0.11,220.8,-0.11,2.45,144,1.212,8.69,-155.8,15.785,2.9,1.5
135.39,135,0.39,Green Valley 2019 - Site 89,4.36,30.65,181.9,223.8,133.9,133.9,13.26,0.1,220.6,-0.04,2.52,143,1.202,8.7,-156.4,15.813,2.9,1.5
135.4,135,0.4,Green Valley 2019 - Site 90,5.38,34.69,182,223.7,134.5,134.5,13.31,0.1,220.5,0.03,2.58,143,1.203,8.67,-155,15.86,2.9,1.5
135.41,135,0.41,Green Valley 2019 - Site 91,3.86,28.62,182.4,223.5,136.4,136.4,13.46,0.1,220.3,-0.15,2.41,143,1.211,8.69,-156.1,15.995,2.9,1.5
135.42,135,0.42,Green Valley 2019 - Site 92,3.39,26.74,182.5,223.4,137.5,137.5,13.56,0.1,220.3,-0.08,2.48,143,1.209,8.69,-156.3,16.029,2.9,1.5
135.43,135,0.43,Green Valley 2019 - Site 93,3.84,28.54,182.6,223.4,138,138,13.6,0.1,220.3,0,2.56,143,1.207,8.68,-155.3,16.052,2.9,1.5
135.44,135,0.44,Green Valley 2019 - Site 94,4.26,30.25,182.7,223.2,139.3,139.3,13.71,0.1,220.1,0.02,2.58,143,1.205,8.69,-156,16.114,2.9,1.5
135.45,135,0.45,Green Valley 2019 - Site 95,3.39,26.77,182.9,223.2,140.4,140.4,13.81,0.1,220.1,-0.08,2.47,143,1.203,8.69,-156.3,16.141,2.9,1.5
135.46,135,0.46,Green Valley 2019 - Site 96,4.78,32.29,182.9,222.9,141.4,141.4,13.89,0.1,219.8,0.09,2.65,143,1.203,8.72,-157.8,16.198,2.9,1.5
135.47,135,0.47,Green Valley 2019 - Site 97,4.48,31.11,183.4,222.9,142.3,142.3,13.95,0.1,219.8,0.1,2.66,143,1.202,8.74,-158.9,16.319,2.9,1.5
135.48,135,0.48,Green Valley 2019 - Site 98,3.97,29.09,183.6,222.7,143.7,143.7,14.06,0.1,219.7,0.18,2.74,143,1.2,8.76,-160.4,16.391,2.9,1.5
135.49,135,0.49,Green Valley 2019 - Site 99,3.94,28.93,183.6,222.6,144.8,144.8,14.16,0.1,219.6,0.06,2.62,143,1.198,8.79,-161.9,16.42,2.9,1.5
135.5,135,0.5,Green Valley 2019 - Site 100,4.39,30.73,183.8,222.5,146.1,146.1,14.27,0.1,219.5,0.09,2.64,143,1.198,8.81,-163.2,16.502,2.89,1.5
135.51,135,0.51,Green Valley 2019 - Site 101,4.73,32.1,183,222.1,149.1,149.1,14.58,0.1,219.1,0.15,2.71,142,1.197,8.84,-165,16.389,2.9,1.5
135.52,135,0.52,Green Valley 2019 - Site 102,5.34,34.55,183.1,222,150.1,150.1,14.68,0.1,219,0.36,2.91,142,1.195,8.84,-165.4,16.41,2.89,1.5
135.53,135,0.53,Green Valley 2019 - Site 103,3.69,27.94,183.9,221.8,151.7,151.7,14.77,0.1,218.9,-0.03,2.52,142,1.194,8.84,-165.3,16.642,2.89,1.5
135.54,135,0.54,Green Valley 2019 - Site 104,3.79,28.34,183.6,221.4,154.2,154.2,15.02,0.1,218.5,0.05,2.6,142,1.193,8.88,-167.5,16.629,2.89,1.5
135.55,135,0.55,Green Valley 2019 - Site 105,6.44,38.94,184,221.2,157.4,157.4,15.28,0.1,218.3,0.04,2.59,142,1.193,8.87,-167.2,16.763,2.89,1.5
135.56,135,0.56,Green Valley 2019 - Site 106,4.83,32.53,184.2,221,160.2,160.2,15.52,0.1,218.1,0.06,2.61,142,1.193,8.92,-169.8,16.861,2.89,1.5
135.57,135,0.57,Green Valley 2019 - Site 107,4.89,32.77,185.2,220.7,163.1,163.1,15.71,0.1,217.9,0.15,2.7,142,1.193,8.95,-171.7,17.14,2.89,1.5
135.58,135,0.58,Green Valley 2019 - Site 108,5.55,35.39,186.3,220.5,165.9,165.9,15.88,0.1,217.8,0.17,2.72,142,1.21,8.97,-173.3,17.426,2.89,1.5
135.59,135,0.59,Green Valley 2019 - Site 109,5.37,34.65,186.3,220.3,168.3,168.3,16.1,0.1,217.6,0.11,2.66,141,1.205,9,-174.8,17.465,2.89,1.5
135.6,135,0.6,Green Valley 2019 - Site 110,3.87,28.68,186.7,220.5,169.2,169.2,16.16,0.1,217.8,0,2.55,142,1.202,9,-174.9,17.527,2.89,1.5
135.61,135,0.61,Green Valley 2019 - Site 111,6.83,40.52,184.6,220.6,163.2,163.2,15.76,0.1,217.8,0.31,2.86,142,1.209,8.95,-171.6,17.017,2.89,1.5
135.63,135,0.63,Green Valley 2019 - Site 112,3.98,29.12,185.1,220.1,169.5,169.5,16.29,0.1,217.3,0.13,2.69,141,1.204,8.98,-173.9,17.238,2.89,1.5
135.64,135,0.64,Green Valley 2019 - Site 113,4.26,30.23,184.3,220.1,169.3,169.3,16.34,0.1,217.3,0.07,2.62,141,1.197,8.97,-173,17.035,2.89,1.5
135.65,135,0.65,Green Valley 2019 - Site 114,6.78,40.3,182.5,220,167.6,167.6,16.3,0.1,217.1,1.62,4.18,141,1.203,8.97,-172.9,16.668,2.89,1.5
135.66,135,0.66,Green Valley 2019 - Site 115,7.62,43.68,182.8,219.6,170.5,170.5,16.53,0.1,216.8,1.6,4.15,141,1.203,8.98,-173.6,16.805,2.89,1.5
135.67,135,0.67,Green Valley 2019 - Site 116,8.13,45.73,181.9,219.6,172.2,172.2,16.78,0.1,216.7,1.88,4.43,141,1.201,8.98,-173.3,16.581,2.89,1.5
135.68,135,0.68,Green Valley 2019 - Site 117,7.48,43.1,181.8,219.7,172.4,172.4,16.81,0.1,216.7,1.65,4.2,141,1.206,8.96,-172.5,16.554,2.89,1.5
135.69,135,0.69,Green Valley 2019 - Site 118,10.59,55.53,181.5,219.5,173.3,173.3,16.9,0.1,216.5,1.84,4.4,141,1.2,8.98,-173.5,16.529,2.89,1.5
135.7,135,0.7,Green Valley 2019 - Site 119,8.25,46.19,181.3,218.8,183.1,183.1,17.82,0.1,215.8,2.16,4.71,140,1.193,9.05,-177.7,16.625,2.89,1.5
135.71,135,0.71,Green Valley 2019 - Site 120,11.54,59.36,182.2,219.1,188.4,188.4,18.3,0.1,216.2,2.72,5.28,141,1.203,9.09,-180.1,16.761,2.89,1.5
135.72,135,0.72,Green Valley 2019 - Site 121,14.37,70.66,181.3,218.3,187,187,18.18,0.1,215.4,3.67,6.23,140,1.2,9.07,-179.2,16.706,2.89,1.5
135.73,135,0.73,Green Valley 2019 - Site 122,11.38,58.72,181.7,217.6,196.4,196.4,18.99,0.1,214.8,3.11,5.66,140,1.199,9.13,-182.4,16.944,2.89,1.5
135.74,135,0.74,Green Valley 2019 - Site 123,7.56,43.43,181.9,217.8,191.8,191.8,18.54,0.1,215,2,4.55,140,1.199,9.1,-180.7,16.951,2.89,1.5
135.75,135,0.75,Green Valley 2019 - Site 124,7.73,44.11,182.3,218.2,186.8,186.8,18.05,0.1,215.3,1.4,3.96,140,1.2,9.06,-178.2,16.975,2.89,1.5
135.76,135,0.76,Green Valley 2019 - Site 125,6.04,37.36,182.7,218.5,183.6,183.6,17.74,0.1,215.7,0.95,3.5,140,1.202,9.04,-177.4,16.986,2.89,1.5
135.77,135,0.77,Green Valley 2019 - Site 126,7.53,43.33,182.6,218.8,181,181,17.52,0.1,215.9,0.89,3.45,140,1.202,9.03,-176.3,16.914,2.88,1.5
135.78,135,0.78,Green Valley 2019 - Site 127,5.61,35.63,182.3,219.4,173.7,173.7,16.87,0.1,216.5,0.35,2.91,141,1.203,8.95,-171.7,16.736,2.88,1.5
135.79,135,0.79,Green Valley 2019 - Site 128,4.47,31.08,182.2,219.5,172.7,172.7,16.78,0.1,216.6,0.27,2.83,141,1.206,8.96,-172.6,16.704,2.88,1.5
135.8,135,0.8,Green Valley 2019 - Site 129,4.5,31.21,182.1,219.9,167.8,167.8,16.35,0.1,217,0.14,2.7,141,1.207,8.92,-170.1,16.586,2.88,1.5
135.81,135,0.81,Green Valley 2019 - Site 130,4.2,29.98,182,220.3,164.8,164.8,16.09,0.1,217.3,0.17,2.73,141,1.21,8.89,-168.3,16.492,2.88,1.5
135.82,135,0.82,Green Valley 2019 - Site 131,3.93,28.9,181.9,220.2,164.8,164.8,16.09,0.1,217.3,0.03,2.59,141,1.212,8.9,-168.6,16.477,2.88,1.5
135.83,135,0.83,Green Valley 2019 - Site 132,5.43,34.91,181.9,220.2,164.8,164.8,16.09,0.1,217.3,-0.02,2.54,141,1.202,8.89,-167.9,16.479,2.88,1.5
135.84,135,0.84,Green Valley 2019 - Site 133,5.17,33.88,182.4,220.7,160.5,160.5,15.66,0.1,217.7,-0.15,2.41,142,1.193,8.87,-166.8,16.506,2.88,1.5
135.85,135,0.85,Green Valley 2019 - Site 134,4.73,32.1,182.9,220.7,158.6,158.6,15.45,0.1,217.8,0.22,2.78,142,1.197,8.91,-169.4,16.61,2.88,1.5
135.86,135,0.86,Green Valley 2019 - Site 135,6.37,38.67,183,220.6,161.2,161.2,15.69,0.1,217.7,0.27,2.82,142,1.212,8.93,-170.4,16.639,2.88,1.5
135.88,135,0.88,Green Valley 2019 - Site 136,5.85,36.59,183,220.9,159.4,159.4,15.53,0.1,218,0.43,2.99,142,1.203,8.9,-169,16.598,2.88,1.5
135.89,135,0.89,Green Valley 2019 - Site 137,10.44,54.95,182.9,220.9,158.4,158.4,15.44,0.1,218,0.4,2.96,142,1.194,8.9,-168.8,16.576,2.88,1.5
135.9,135,0.9,Green Valley 2019 - Site 138,4.93,32.93,182.6,220.6,159.4,159.4,15.54,0.1,217.7,0.29,2.85,142,1.198,8.93,-170.3,16.56,2.88,1.5
135.91,135,0.91,Green Valley 2019 - Site 139,6.67,39.88,182.8,220.6,162.1,162.1,15.79,0.1,217.7,0.27,2.83,141,1.202,8.95,-171.6,16.614,2.88,1.5
135.92,135,0.92,Green Valley 2019 - Site 140,5.56,35.43,183.3,220.5,160.4,160.4,15.58,0.1,217.6,0.14,2.69,141,1.198,8.94,-171.3,16.749,2.88,1.5
135.93,135,0.93,Green Valley 2019 - Site 141,6.31,38.44,183.6,220.6,162.1,162.1,15.73,0.1,217.7,0.37,2.93,141,1.197,8.95,-171.5,16.794,2.88,1.5
135.94,135,0.94,Green Valley 2019 - Site 142,6.11,37.62,183.6,220.3,162.6,162.6,15.76,0.1,217.4,0.2,2.75,141,1.193,8.97,-173,16.848,2.88,1.5
135.95,135,0.95,Green Valley 2019 - Site 143,7.33,42.5,183.5,219.8,166.8,166.8,16.13,0.1,216.9,0.38,2.94,141,1.203,9,-174.8,16.926,2.88,1.5
135.96,135,0.96,Green Valley 2019 - Site 144,7.7,43.99,183.4,219.5,168.8,168.8,16.33,0.1,216.7,0.51,3.07,141,1.205,9.01,-175.4,16.948,2.88,1.5
135.97,135,0.97,Green Valley 2019 - Site 145,5.51,35.23,183.4,219.5,167.4,167.4,16.18,0.1,216.7,0.15,2.71,141,1.193,9,-174.7,16.964,2.88,1.5
135.98,135,0.98,Green Valley 2019 - Site 146,7,41.18,183.5,219.8,166,166,16.06,0.1,216.9,0.11,2.66,141,1.198,8.99,-174.1,16.927,2.88,1.5
135.99,135,0.99,Green Valley 2019 - Site 147,4.19,29.94,183.8,219.7,167.4,167.4,16.17,0.1,216.9,-0.11,2.44,141,1.203,9,-174.7,17.011,2.88,1.5
136,136,0,Green Valley 2019 - Site 148,6,37.21,184.2,219.9,167.5,167.5,16.16,0.1,217.1,-0.07,2.49,141,1.202,9,-174.6,17.052,2.88,1.5
136.01,136,0.01,Green Valley 2019 - Site 149,5.73,36.11,183.7,220.3,163.3,163.3,15.82,0.1,217.4,-0.03,2.52,141,1.198,8.94,-171.3,16.872,2.88,1.5
