doy,taxon,group,biomass,avg_gald,med_gald,mbfg,diazotrophy,heterocystous,toxin_production,motility,buoyancy,mixotrophy,p_affin,max_growth,edibility
157,Mallomonas,Chrysophyta,0,0,0,2,0,0,0,1,0,1,338,0.505,0.201
157,Merismopedia,Cyanophyta,0,0,0,7,1,0,1,0,1,0,126,1.24,0.435
157,Microcystis,Cyanophyta,0,0,0,7,0,0,1,0,1,0,9.56,0.993,0.225
157,Microcystis_Single,Cyanophyta,3.27,2.566666667,2.5,1,0,0,1,0,1,0,9.56,0.993,0.225
157,Oocystis,Chlorophyta,0,0,0,7,0,0,0,0,0,0,187,1.55,0.396
157,Pediastrum,Chlorophyta,0,0,0,4,0,0,0,0,0,0,310,1.28,0.311
157,Planktolyngbya,Cyanophyta,0,0,0,3,0,0,1,0,0,0,353,1.32,0.516
157,Pseudanabaena,Cyanophyta,0,0,0,3,1,0,1,0,1,0,371,1.31,0.502
157,Schroederia,Chlorophyta,0,0,0,1,0,0,0,0,0,0,609,1.6,0.439
157,Snowella,Cyanophyta,0,0,0,7,0,0,1,0,0,0,353,1.32,0.516
157,Staurastrum,Chlorophyta,0,0,0,4,0,0,0,0,0,0,147,0.837,0.151
157,Stephanodiscus,Bacillariophyta,9.55,13.5,13.625,6,0,0,0,0,0,0,13.1,1.82,0.355
157,Trachelomonas,Euglenophyta,0,0,0,5,0,0,0,1,0,1,4630,1.22,0.483
157,Unknown.centric.bacillariophyte,Chlorophyta,0,0,0,4,0,0,0,0,0,0,621,1.62,0.427
157,Unknown.centric.chlorophyte,Bacillariophyta,0,0,0,6,0,0,0,0,0,0,1680,1.52,0.477
157,Unknwon.pennate.bacillariophyte,Bacillariophyta,0,0,0,6,0,0,0,0,0,0,621,1.62,0.427
157,Woronichinia,Cyanophyta,0,0,0,7,0,0,1,0,1,0,353,1.32,0.516
164,Aphanizomenon,Cyanophyta,0.24,7.1,4,4,1,1,1,0,1,0,47.7,0.971,0.3
164,Aphanocapsa,Cyanophyta,0,0,0,7,1,0,1,0,0,0,126,1.24,0.435
164,Aphanothece,Cyanophyta,0,0,0,7,1,1,0,0,0,0,74.5,0.974,0.279
164,Asterionella,Bacillariophyta,0,0,0,6,0,0,0,0,0,0,105,1.5,0.23
164,Chalmydomonas,Chlorophyta,0,0,0,3,0,0,0,1,0,0,171,1.79,0.622
164,Coelastrum,Chlorophyta,0,0,0,4,0,0,0,0,0,0,123,1.52,0.325
164,Cosmarium,Chlorophyta,0,0,0,4,0,0,0,0,0,0,72.3,0.946,0.162
164,Cryptomonas,Cryptophyta,0.46,12.75,12.75,5,0,0,0,1,0,1,137,1.23,0.553
164,Desmodesmus,Chlorophyta,0,0,0,4,0,0,0,0,0,0,237,1.77,0.408
164,Dolichospermum,Cyanophyta,0,0,0,3,1,1,1,0,1,0,266,1.1,0.418
164,Elakatothrix,Chlorophyta,0,0,0,1,0,0,0,0,0,0,760,1.36,0.328
164,Eudorina,Chlorophyta,0,0,0,7,0,0,0,1,0,0,32.3,1.1,0.218
164,Euglena,Euglenophyta,0,0,0,5,0,0,0,1,0,1,2670,1.14,0.375
164,Fragilaria,Bacillariophyta,0,0,0,6,0,0,0,0,0,0,98.5,1.37,0.196
164,Komma,Cryptophyta,0,0,0,5,0,0,0,1,0,1,1900,1.58,0.837
164,Mallomonas,Chrysophyta,0,0,0,2,0,0,0,1,0,1,338,0.505,0.201
164,Merismopedia,Cyanophyta,0,0,0,7,1,0,1,0,1,0,126,1.24,0.435
164,Microcystis,Cyanophyta,0,0,0,7,0,0,1,0,1,0,9.56,0.993,0.225
164,Microcystis_Single,Cyanophyta,0,0,0,1,0,0,1,0,1,0,9.56,0.993,0.225
164,Oocystis,Chlorophyta,0,0,0,7,0,0,0,0,0,0,187,1.55,0.396
164,Pediastrum,Chlorophyta,0,0,0,4,0,0,0,0,0,0,310,1.28,0.311
164,Planktolyngbya,Cyanophyta,0,0,0,3,0,0,1,0,0,0,353,1.32,0.516
164,Pseudanabaena,Cyanophyta,0,0,0,3,1,0,1,0,1,0,371,1.31,0.502
164,Schroederia,Chlorophyta,0,0,0,1,0,0,0,0,0,0,609,1.6,0.439
164,Snowella,Cyanophyta,0,0,0,7,0,0,1,0,0,0,353,1.32,0.516
164,Staurastrum,Chlorophyta,0,0,0,4,0,0,0,0,0,0,147,0.837,0.151
164,Stephanodiscus,Bacillariophyta,0,0,0,6,0,0,0,0,0,0,13.1,1.82,0.355
164,Trachelomonas,Euglenophyta,0,0,0,5,0,0,0,1,0,1,4630,1.22,0.483
164,Unknown.centric.bacillariophyte,Chlorophyta,0,0,0,4,0,0,0,0,0,0,621,1.62,0.427
164,Unknown.centric.chlorophyte,Bacillariophyta,2.48,2.083333333,2,6,0,0,0,0,0,0,1680,1.52,0.477
164,Unknwon.pennate.bacillariophyte,Bacillariophyta,0,0,0,6,0,0,0,0,0,0,621,1.62,0.427
