facilityID,siteID,name,sampleDate,projectCode,cas_rn,analyte,fraction,relDepth,result,unit,detect,detectLimit,quantFlag,quantLimit,method,colMethod,resultType,matrix,medium,qualFlag,remark,county,huc8,type,aquifer,latitude,longitude
6,22880001,Green Valley Lake,2005-06-15T11:10:00-05:00,AMBLAKE-SHL,PH,pH,Total,,8.6,None,True,,,,4500-H,,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-06-15T11:10:00-05:00,AMBLAKE-SHL,TDS,Total dissolved solids,Dissolved,,199,mg/l,True,,,,HYDROLAB,,Calculated,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-06-15T11:10:00-05:00,AMBLAKE-SHL,7782-44-7,Dissolved oxygen (DO),Total,,7.2,mg/l,True,0.1,,,Unknown,,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-06-15T11:10:00-05:00,AMBLAKE-SHL,DEPTH-BOTTOM,"Depth, bottom",Total,,6.8,m,True,,,,Unknown,,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-06-15T11:10:00-05:00,AMBLAKE-SHL,DEPTH-SECCHI,"Depth, Secchi disk depth",Total,,0.6,m,True,0.01,,,Unknown,,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-06-15T11:10:00-05:00,AMBLAKE-SHL,TEMP-WATER,"Temperature, water",Total,,22.2,deg C,True,0,,,Unknown,,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-06-15T11:10:00-05:00,AMBLAKE-SHL,TFSS,Fixed suspended solids,NonFilt,,7,mg/l,True,1,,,160.4,UHLLAKE,Calculated,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-06-15T11:10:00-05:00,AMBLAKE-SHL,TVSS,Volatile Suspended Solids,NonFilt,,6,mg/l,True,1,,,160.4,UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-06-15T11:10:00-05:00,AMBLAKE-SHL,TURB,Turbidity,Total,,29,NTU,True,1,,,180.1,UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-06-15T11:10:00-05:00,AMBLAKE-SHL,ALK-TOT,"Alkalinity, total",Total,,120,mg/l CaCO3,True,1,,,2320,UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-06-15T11:10:00-05:00,AMBLAKE-SHL,SPEC-COND,Specific conductance,Total,,311,uS/cm,True,1,,,2510,UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-06-15T11:10:00-05:00,AMBLAKE-SHL,NIT-AMM,Ammonia-nitrogen (as N),Total,,0.05,mg/l,False,0.05,,,350.1,UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-06-15T11:10:00-05:00,AMBLAKE-SHL,NIT-KJELD,Kjeldahl nitrogen (AS N),Total,,1.4,mg/l,True,0.1,,,351.2,UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-06-15T11:10:00-05:00,AMBLAKE-SHL,NIT-NO3-NO2,Inorganic nitrogen (nitrate and nitrite) (as N),Total,,2.1,mg/l,True,0.05,,,353.2,UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-06-15T11:10:00-05:00,AMBLAKE-SHL,14265-44-2,Orthophosphate (as P),Dissolved,,0.02,mg/l,False,0.02,,,365.1,UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-06-15T11:10:00-05:00,AMBLAKE-SHL,7440-44-0,Carbon,Total,,7,mg/l,True,0.5,,,415.1,UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-06-15T11:10:00-05:00,AMBLAKE-SHL,7664-41-7,Ammonia (as NH3),Total,,0.01,mg/l,False,0.01,,,APHA 8010F,UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-06-15T11:10:00-05:00,AMBLAKE-SHL,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,,78,ug/l,True,1,,,445,UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,7782-44-7,Dissolved oxygen (DO),Total,,8.5,mg/l,True,0.1,,,Unknown,,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,DEPTH-BOTTOM,"Depth, bottom",Total,,6.3,m,True,,,,Unknown,,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,DEPTH-SECCHI,"Depth, Secchi disk depth",Total,,0.8,m,True,0.01,,,Unknown,,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,TEMP-WATER,"Temperature, water",Total,,28.2,deg C,True,0,,,Unknown,,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,TDS,Total dissolved solids,Dissolved,,172,mg/l,True,,,,HYDROLAB,,Calculated,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,PH,pH,Total,,9.6,None,True,,,,4500-H,,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-06-15T11:10:00-05:00,AMBLAKE-SHL,TSS,Total suspended solids,NonFilt,,13,mg/l,True,1,,,I3765,UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-06-15T11:10:00-05:00,AMBLAKE-SHL,PHOSP-PHOSP,Phosphate-phosphorus (as P),Total,,0.06,mg/l,True,0.02,,,365.4,UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-06-15T11:10:00-05:00,AMBLAKE-SHL,7631-86-9,Silica,Dissolved,,2,mg/l,True,1,,,370.1,UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,PHOSP-PHOSP,Phosphate-phosphorus (as P),Total,,0.09,mg/l,True,0.02,,,365.4,UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,7439-92-1,Lead,Total,,50,ug/l,True,10,,,200.8(W),UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,7440-02-0,Nickel,Total,,50,ug/l,False,50,,,200.8(W),UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,7440-22-4,Silver,Total,,10,ug/l,False,10,,,200.8(W),UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,7440-28-0,Thallium,Total,,0.001,mg/l,False,0.001,,,200.8(W),UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,7440-36-0,Antimony,Total,,0.005,mg/l,False,0.005,,,200.8(W),UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,7440-38-2,Arsenic,Total,,10,ug/l,False,10,,,200.8(W),UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,7440-41-7,Beryllium,Total,,0.02,mg/l,False,0.02,,,200.8(W),UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,7440-43-9,Cadmium,Total,,1,ug/l,False,1,,,200.8(W),UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,7440-47-3,Chromium,Total,,20,ug/l,False,20,,,200.8(W),UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,7440-50-8,Copper,Total,,10,ug/l,False,10,,,200.8(W),UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,7440-66-6,Zinc,Total,,20,ug/l,False,20,,,200.8(W),UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,7782-49-2,Selenium,Total,,10,ug/l,False,10,,,200.8(W),UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,NIT-KJELD,Kjeldahl nitrogen (AS N),Total,,1.2,mg/l,True,0.1,,,351.2,UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,7439-97-6,Mercury,Total,,5E-05,mg/l,False,0.00005,,,245.2,UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,SPEC-COND,Specific conductance,Total,,268,uS/cm,True,1,,,2510,UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,TURB,Turbidity,Total,,49,NTU,True,1,,,180.1,UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,14265-44-2,Orthophosphate (as P),Dissolved,,0.02,mg/l,False,0.02,,,365.1,UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,ALK-TOT,"Alkalinity, total",Total,,100,mg/l CaCO3,True,1,,,2320,UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,7631-86-9,Silica,Dissolved,,5.8,mg/l,True,1,,,370.1,UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,NIT-NO3-NO2,Inorganic nitrogen (nitrate and nitrite) (as N),Total,,0.05,mg/l,False,0.05,,,353.2,UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,7440-44-0,Carbon,Total,,11,mg/l,True,0.5,,,415.1,UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,TFSS,Fixed suspended solids,NonFilt,,4,mg/l,True,1,,,160.4,UHLLAKE,Calculated,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,TVSS,Volatile Suspended Solids,NonFilt,,9,mg/l,True,1,,,160.4,UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,NIT-AMM,Ammonia-nitrogen (as N),Total,,0.05,mg/l,False,0.05,,,350.1,UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,NIT-KJELD,Kjeldahl nitrogen (AS N),Total,Sediment,3000,mg/kg,True,10,,,351.2,UHLLAKESED,Actual,WSED,Sediment,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,NIT-NO3-NO2,Inorganic nitrogen (nitrate and nitrite) (as N),Total,Sediment,10,mg/kg,False,10,,,353.2,UHLLAKESED,Actual,WSED,Sediment,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-09-14T07:15:00-05:00,AMBLAKE-SHL,14265-44-2,Orthophosphate (as P),Dissolved,,0.11,mg/l,True,0.02,,,365.1,UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-09-14T07:15:00-05:00,AMBLAKE-SHL,PHOSP-PHOSP,Phosphate-phosphorus (as P),Total,,0.24,mg/l,True,0.02,,,365.4,UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-09-14T07:15:00-05:00,AMBLAKE-SHL,7664-41-7,Ammonia (as NH3),Total,,0.03,mg/l,True,0.01,,,APHA 8010F,UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-09-14T07:15:00-05:00,AMBLAKE-SHL,SPEC-COND,Specific conductance,Total,,255,uS/cm,True,1,,,2510,UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-09-14T07:15:00-05:00,AMBLAKE-SHL,7631-86-9,Silica,Dissolved,,9.2,mg/l,True,1,,,370.1,UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-09-14T07:15:00-05:00,AMBLAKE-SHL,ALK-TOT,"Alkalinity, total",Total,,110,mg/l CaCO3,True,1,,,2320,UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-09-14T07:15:00-05:00,AMBLAKE-SHL,TSS,Total suspended solids,NonFilt,,14,mg/l,True,1,,,I3765,UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-09-14T07:15:00-05:00,AMBLAKE-SHL,NIT-NO3-NO2,Inorganic nitrogen (nitrate and nitrite) (as N),Total,,0.17,mg/l,True,0.05,,,353.2,UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-09-14T07:15:00-05:00,AMBLAKE-SHL,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,,29,ug/l,True,1,,,445,UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-09-14T07:15:00-05:00,AMBLAKE-SHL,TURB,Turbidity,Total,,36,NTU,True,1,,,180.1,UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-09-14T07:15:00-05:00,AMBLAKE-SHL,NIT-AMM,Ammonia-nitrogen (as N),Total,,0.82,mg/l,True,0.05,,,350.1,UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-09-14T07:15:00-05:00,AMBLAKE-SHL,7440-44-0,Carbon,Total,,11,mg/l,True,0.5,,,415.1,UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2006-05-03T13:55:00-05:00,AMBLAKE-SHL,7782-44-7,Dissolved oxygen (DO),Total,,8.1,mg/l,True,0.1,,,Unknown,,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2006-05-03T13:55:00-05:00,AMBLAKE-SHL,DEPTH-BOTTOM,"Depth, bottom",Total,,6.2,m,True,,,,Unknown,,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2006-05-03T13:55:00-05:00,AMBLAKE-SHL,DEPTH-SECCHI,"Depth, Secchi disk depth",Total,,1.6,m,True,0.01,,,Unknown,,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2006-05-03T13:55:00-05:00,AMBLAKE-SHL,TEMP-WATER,"Temperature, water",Total,,14.5,deg C,True,0,,,Unknown,,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2006-05-03T13:55:00-05:00,AMBLAKE-SHL,PH,pH,Total,,8.2,None,True,,,,4500-H,,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2006-05-03T13:55:00-05:00,AMBLAKE-SHL,TDS,Total dissolved solids,Dissolved,,198,mg/l,True,,,,HYDROLAB,,Calculated,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,,58,ug/l,True,1,,,445,UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,TSS,Total suspended solids,NonFilt,,13,mg/l,True,1,,,I3765,UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,7664-41-7,Ammonia (as NH3),Total,,0.01,mg/l,False,0.01,,,APHA 8010F,UHLLAKE,Actual,SW,Water,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,7439-92-1,Lead,Total,Sediment,19,mg/kg,True,1,,,6020,UHLLAKESED,Actual,WSED,Sediment,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,7440-02-0,Nickel,Total,Sediment,24,mg/kg,True,5,,,6020,UHLLAKESED,Actual,WSED,Sediment,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,7440-22-4,Silver,Total,Sediment,1,mg/kg,False,1,,,6020,UHLLAKESED,Actual,WSED,Sediment,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,7440-28-0,Thallium,Total,Sediment,0.1,mg/kg,True,0.1,,,6020,UHLLAKESED,Actual,WSED,Sediment,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,7440-36-0,Antimony,Total,Sediment,0.5,mg/kg,False,0.5,,,6020,UHLLAKESED,Actual,WSED,Sediment,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,7440-38-2,Arsenic,Total,Sediment,7.5,mg/kg,True,1,,,6020,UHLLAKESED,Actual,WSED,Sediment,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,7440-41-7,Beryllium,Total,Sediment,2,mg/kg,False,2,,,6020,UHLLAKESED,Actual,WSED,Sediment,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,7440-43-9,Cadmium,Total,Sediment,0.1,mg/kg,False,0.1,,,6020,UHLLAKESED,Actual,WSED,Sediment,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,7440-47-3,Chromium,Total,Sediment,25,mg/kg,True,2,,,6020,UHLLAKESED,Actual,WSED,Sediment,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,7440-50-8,Copper,Total,Sediment,19,mg/kg,True,1,,,6020,UHLLAKESED,Actual,WSED,Sediment,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,7440-66-6,Zinc,Total,Sediment,65,mg/kg,True,2,,,6020,UHLLAKESED,Actual,WSED,Sediment,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,7782-49-2,Selenium,Total,Sediment,1,mg/kg,False,1,,,6020,UHLLAKESED,Actual,WSED,Sediment,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,7439-97-6,Mercury,Total,Sediment,1,mg/kg,False,1,,,EPA 7471A-UHL,UHLLAKESED,Actual,WSED,Sediment,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,1024-57-3,Heptachlor epoxide,Total,Sediment,0.02,mg/kg,False,0.02,,,8081A,UHLLAKESED,Actual,WSED,Sediment,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,1031-07-8,Endosulfan sulfate,Total,Sediment,0.01,mg/kg,False,0.01,,,8081A,UHLLAKESED,Actual,WSED,Sediment,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,309-00-2,Aldrin,Total,Sediment,0.01,mg/kg,False,0.01,,,8081A,UHLLAKESED,Actual,WSED,Sediment,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,319-84-6,.alpha.-Hexachlorocyclohexane,Total,Sediment,0.02,mg/kg,False,0.02,,,8081A,UHLLAKESED,Actual,WSED,Sediment,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,319-85-7,.beta.-Hexachlorocyclohexane,Total,Sediment,0.02,mg/kg,False,0.02,,,8081A,UHLLAKESED,Actual,WSED,Sediment,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,319-86-8,.delta.-Hexachlorocyclohexane,Total,Sediment,0.05,mg/kg,False,0.05,,,8081A,UHLLAKESED,Actual,WSED,Sediment,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,33213-65-9,.beta.-Endosulfan,Total,Sediment,0.01,mg/kg,False,0.01,,,8081A,UHLLAKESED,Actual,WSED,Sediment,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,50-29-3,"p,p'-DDT",Total,Sediment,0.02,mg/kg,False,0.02,,,8081A,UHLLAKESED,Actual,WSED,Sediment,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,53494-70-5,Endrin ketone,Total,Sediment,0.05,mg/kg,False,0.05,,,8081A,UHLLAKESED,Actual,WSED,Sediment,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,57-74-9,Chlordane,Total,Sediment,0.05,mg/kg,False,0.05,,,8081A,UHLLAKESED,Actual,WSED,Sediment,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,58-89-9,Lindane,Total,Sediment,0.01,mg/kg,False,0.01,,,8081A,UHLLAKESED,Actual,WSED,Sediment,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,60-57-1,Dieldrin,Total,Sediment,0.01,mg/kg,False,0.01,,,8081A,UHLLAKESED,Actual,WSED,Sediment,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,72-20-8,Endrin,Total,Sediment,0.01,mg/kg,False,0.01,,,8081A,UHLLAKESED,Actual,WSED,Sediment,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,72-43-5,Methoxychlor,Total,Sediment,0.01,mg/kg,False,0.01,,,8081A,UHLLAKESED,Actual,WSED,Sediment,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,72-54-8,"p,p'-DDD",Total,Sediment,0.05,mg/kg,False,0.05,,,8081A,UHLLAKESED,Actual,WSED,Sediment,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,72-55-9,"p,p'-DDE",Total,Sediment,0.01,mg/kg,False,0.01,,,8081A,UHLLAKESED,Actual,WSED,Sediment,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,7421-93-4,Endrin aldehyde,Total,Sediment,0.01,mg/kg,False,0.01,,,8081A,UHLLAKESED,Actual,WSED,Sediment,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,76-44-8,Heptachlor,Total,Sediment,0.01,mg/kg,False,0.01,,,8081A,UHLLAKESED,Actual,WSED,Sediment,,,Union,10240012,Lake,,41.097367,-94.383493
6,22880001,Green Valley Lake,2005-07-14T08:15:00-05:00,AMBLAKE-SHL,8001-35-2,Toxaphene,Total,Sediment,0.1,mg/kg,False,0.1,,,8081A,UHLLAKESED,Actual,WSED,Sediment,,,Union,10240012,Lake,,41.097367,-94.383493
